runtime_row_id,disease_key,diagnosis,icd10,category,population,modality,tier,drug_product,BDS,sig,duration,dispense,price_pack,side_effect_quick,caution_quick,gate_required,runtime_level,antibiotic_flag,pediatric_allowed,peds_rule_id,source_ids,citation_urls,red_flags,notes
RX_0383,uri_dry_cough_adult,Acute viral URI with dry cough,,ENT/URI-cough,adult,spray,Tier 1,Difflam Forte Spray [Benzydamine Hydrochloride 3 mg.+Ethanol+Saccharin Sodium+Methyl Hydroxybenzoate+Glycerol+PEG-40 Hydrogenated castor oil/ml.],BDS006462,spray to throat per product label,3–5 days,ขวด 15 ml.,ขวด 15 ml.,mouth numbness/irritation,avoid allergy; pediatric per label only,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0384,uri_dry_cough_adult,Acute viral URI with dry cough,,ENT/URI-cough,adult,gargle,Tier 1,LeoPovidone [Povidone-Iodine 10% w/v],BDS044520,gargle/rinse per product label,3–5 days,ขวด 15 ml.,ขวด 15 ml.,"local irritation, staining with chlorhexidine",avoid swallowing; iodine/thyroid caution for povidone iodine,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0385,uri_rash_adult,Acute viral URI with viral/allergic rash,,ENT/URI-cough,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0386,uri_rash_adult,Acute viral URI with viral/allergic rash,,ENT/URI-cough,adult,nasal,Tier 1,Klean & Kare Saline (ANB) [Sodium Chloride 0.9 g./100 ml.],BDS044313,spray/rinse each nostril PRN,as needed,ขวด 200 ml.,ขวด 200 ml.,mild irritation,use clean water/device hygiene,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0387,uri_rash_adult,Acute viral URI with viral/allergic rash,,ENT/URI-cough,adult,lozenge,Tier 1,"Difflam รสน้ำผึ้งมะนาวผสมโพรโพลิส [2,4-Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.]",BDS042357,1 lozenge slowly q2–3h PRN,3–5 days,ซอง 8 เม็ด,ซอง 8 เม็ด,mouth irritation,avoid choking risk in small children,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0388,uri_rash_adult,Acute viral URI with viral/allergic rash,,ENT/URI-cough,adult,spray,Tier 1,Difflam Forte Spray [Benzydamine Hydrochloride 3 mg.+Ethanol+Saccharin Sodium+Methyl Hydroxybenzoate+Glycerol+PEG-40 Hydrogenated castor oil/ml.],BDS006462,spray to throat per product label,3–5 days,ขวด 15 ml.,ขวด 15 ml.,mouth numbness/irritation,avoid allergy; pediatric per label only,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0389,uri_rash_adult,Acute viral URI with viral/allergic rash,,ENT/URI-cough,adult,gargle,Tier 1,LeoPovidone [Povidone-Iodine 10% w/v],BDS044520,gargle/rinse per product label,3–5 days,ขวด 15 ml.,ขวด 15 ml.,"local irritation, staining with chlorhexidine",avoid swallowing; iodine/thyroid caution for povidone iodine,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0390,uri_rash_adult,Acute viral URI with viral/allergic rash,,ENT/URI-cough,adult,cream/topical,Tier 1,Muscort Cream [Menthol 5.44%+Methyl Salicylate 10.12%+Eugenol 1.36%],BDS008608,apply liberally BID–QID,ongoing,หลอด 25 g.,หลอด 25 g.,"greasy feel, irritation",avoid infected/open wounds if product unsuitable,standard,DEFAULT_FAST,FALSE,FALSE,,NICE_ECZEMA,https://cks.nice.org.uk/topics/eczema-atopic/management/management/,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0391,uri_rash_adult,Acute viral URI with viral/allergic rash,,ENT/URI-cough,adult,cream/ointment,Tier 1,Antergan Cream [Hydrocortisone Acetate 5 mg+Mepyramine Maleate 20 mg/1 g],BDS006745,apply thinly OD–BID,3–7 days,หลอด 10 g.,หลอด 10 g.,"skin thinning, irritation",avoid face/genitals/high potency unless directed; infection caution,safety_gate,GATED,FALSE,FALSE,,NICE_ECZEMA,https://cks.nice.org.uk/topics/eczema-atopic/management/management/,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0392,uri_sneezing_runny_nose_adult,Viral URI with sneezing / runny nose,,ENT/rhinitis,adult,oral,Tier 1,Alerest [Cetirizine dihydrochloride 10 mg.],BDS040029,10 mg PO OD,5–14 days,แผง 10 เม็ด,แผง 10 เม็ด,"somnolence, dry mouth",caution sedation; adjust in severe renal disease,standard,DEFAULT_FAST,FALSE,FALSE,,DM_CETIRIZINE,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=cetirizine,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0393,uri_sneezing_runny_nose_adult,Viral URI with sneezing / runny nose,,ENT/rhinitis,adult,nasal,Tier 1,Elomet 0.1 % [Mometasone Furoate 1 mg/1 g (0.1%)],BDS001803,1–2 sprays/nostril OD,7–14 days,หลอด 5 g.,หลอด 5 g.,"nasal irritation, epistaxis",aim away from septum; infection/nasal ulcer caution,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX;ARIA_RHINITIS,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7383483/,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0394,uri_sneezing_runny_nose_adult,Viral URI with sneezing / runny nose,,ENT/rhinitis,adult,lozenge,Tier 1,"Difflam รสน้ำผึ้งมะนาวผสมโพรโพลิส [2,4-Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.]",BDS042357,1 lozenge slowly q2–3h PRN,3–5 days,ซอง 8 เม็ด,ซอง 8 เม็ด,mouth irritation,avoid choking risk in small children,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0395,uri_sneezing_runny_nose_adult,Viral URI with sneezing / runny nose,,ENT/rhinitis,adult,spray,Tier 1,Difflam Forte Spray [Benzydamine Hydrochloride 3 mg.+Ethanol+Saccharin Sodium+Methyl Hydroxybenzoate+Glycerol+PEG-40 Hydrogenated castor oil/ml.],BDS006462,spray to throat per product label,3–5 days,ขวด 15 ml.,ขวด 15 ml.,mouth numbness/irritation,avoid allergy; pediatric per label only,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0396,uri_sneezing_runny_nose_adult,Viral URI with sneezing / runny nose,,ENT/rhinitis,adult,gargle,Tier 1,LeoPovidone [Povidone-Iodine 10% w/v],BDS044520,gargle/rinse per product label,3–5 days,ขวด 15 ml.,ขวด 15 ml.,"local irritation, staining with chlorhexidine",avoid swallowing; iodine/thyroid caution for povidone iodine,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0397,uri_wet_cough_adult,Acute viral URI with productive cough,,ENT/URI-cough,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0398,uri_wet_cough_adult,Acute viral URI with productive cough,,ENT/URI-cough,adult,nasal,Tier 1,Klean & Kare Saline (ANB) [Sodium Chloride 0.9 g./100 ml.],BDS044313,spray/rinse each nostril PRN,as needed,ขวด 200 ml.,ขวด 200 ml.,mild irritation,use clean water/device hygiene,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0399,uri_wet_cough_adult,Acute viral URI with productive cough,,ENT/URI-cough,adult,lozenge,Tier 1,"Difflam รสน้ำผึ้งมะนาวผสมโพรโพลิส [2,4-Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.]",BDS042357,1 lozenge slowly q2–3h PRN,3–5 days,ซอง 8 เม็ด,ซอง 8 เม็ด,mouth irritation,avoid choking risk in small children,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0400,uri_wet_cough_adult,Acute viral URI with productive cough,,ENT/URI-cough,adult,spray,Tier 1,Difflam Forte Spray [Benzydamine Hydrochloride 3 mg.+Ethanol+Saccharin Sodium+Methyl Hydroxybenzoate+Glycerol+PEG-40 Hydrogenated castor oil/ml.],BDS006462,spray to throat per product label,3–5 days,ขวด 15 ml.,ขวด 15 ml.,mouth numbness/irritation,avoid allergy; pediatric per label only,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0401,uri_wet_cough_adult,Acute viral URI with productive cough,,ENT/URI-cough,adult,gargle,Tier 1,LeoPovidone [Povidone-Iodine 10% w/v],BDS044520,gargle/rinse per product label,3–5 days,ขวด 15 ml.,ขวด 15 ml.,"local irritation, staining with chlorhexidine",avoid swallowing; iodine/thyroid caution for povidone iodine,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0402,uri_wet_cough_peds,Pediatric URI with wet cough,,ENT/URI-cough,pediatric,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,pediatric_gate,GATED,FALSE,TRUE,PEDS_PARACETAMOL_ORAL,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0403,uri_wet_cough_peds,Pediatric URI with wet cough,,ENT/URI-cough,pediatric,nasal,Tier 1,Klean & Kare Saline (ANB) [Sodium Chloride 0.9 g./100 ml.],BDS044313,spray/rinse each nostril PRN,as needed,ขวด 200 ml.,ขวด 200 ml.,mild irritation,use clean water/device hygiene,pediatric_gate,GATED,FALSE,TRUE,PEDS_NASAL_SALINE,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0404,urticaria_mild_adult,Mild urticaria / hives,,Skin/allergy-inflammatory,adult,oral,Tier 1,Alerest [Cetirizine dihydrochloride 10 mg.],BDS040029,10 mg PO OD,5–14 days,แผง 10 เม็ด,แผง 10 เม็ด,"somnolence, dry mouth",caution sedation; adjust in severe renal disease,standard,DEFAULT_FAST,FALSE,FALSE,,DM_CETIRIZINE,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=cetirizine,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0405,urticaria_mild_adult,Mild urticaria / hives,,Skin/allergy-inflammatory,adult,cream/topical,Tier 1,Muscort Cream [Menthol 5.44%+Methyl Salicylate 10.12%+Eugenol 1.36%],BDS008608,apply liberally BID–QID,ongoing,หลอด 25 g.,หลอด 25 g.,"greasy feel, irritation",avoid infected/open wounds if product unsuitable,standard,DEFAULT_FAST,FALSE,FALSE,,NICE_ECZEMA,https://cks.nice.org.uk/topics/eczema-atopic/management/management/,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0406,urticaria_mild_adult,Mild urticaria / hives,,Skin/allergy-inflammatory,adult,cream/ointment,Tier 1,Antergan Cream [Hydrocortisone Acetate 5 mg+Mepyramine Maleate 20 mg/1 g],BDS006745,apply thinly OD–BID,3–7 days,หลอด 10 g.,หลอด 10 g.,"skin thinning, irritation",avoid face/genitals/high potency unless directed; infection caution,safety_gate,GATED,FALSE,FALSE,,NICE_ECZEMA,https://cks.nice.org.uk/topics/eczema-atopic/management/management/,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0407,vaginal_discharge_support_adult,Vaginal discharge support row,,GU/vaginal,adult,vaginal,Tier 1,Canesten Vaginal tabs. 1s [Clotrimazole 500 mg.],BDS001419,intravaginal per product course,1–7 days,กล่อง 1 เม็ด,กล่อง 1 เม็ด,local burning,pregnancy clinician advice; exclude STI/red flags,standard,DEFAULT_FAST,FALSE,FALSE,,DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0408,vaginal_discharge_support_adult,Vaginal discharge support row,,GU/vaginal,adult,cream/topical,Tier 1,Candix Solution [Clotrimazole 1 g./100 ml.],BDS006059,apply thinly BID,2–4 weeks,ขวด 15 ml.,ขวด 15 ml.,local irritation,keep area dry; avoid steroid combo as first-line,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_TINEA,https://www.cdc.gov/fungal/hcp/clinical-care/index.html,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0409,vaginal_discharge_support_adult,Vaginal discharge support row,,GU/vaginal,adult,gargle,Tier 1,LeoPovidone [Povidone-Iodine 10% w/v],BDS044520,gargle/rinse per product label,3–5 days,ขวด 15 ml.,ขวด 15 ml.,"local irritation, staining with chlorhexidine",avoid swallowing; iodine/thyroid caution for povidone iodine,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0410,vaginal_mixed_infection_adult,Vaginal mixed-infection support,,GU/vaginal,adult,vaginal,Tier 1,Canesten Vaginal tabs. 1s [Clotrimazole 500 mg.],BDS001419,intravaginal per product course,1–7 days,กล่อง 1 เม็ด,กล่อง 1 เม็ด,local burning,pregnancy clinician advice; exclude STI/red flags,standard,DEFAULT_FAST,FALSE,FALSE,,DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0411,vaginal_mixed_infection_adult,Vaginal mixed-infection support,,GU/vaginal,adult,cream/topical,Tier 1,Candix Solution [Clotrimazole 1 g./100 ml.],BDS006059,apply thinly BID,2–4 weeks,ขวด 15 ml.,ขวด 15 ml.,local irritation,keep area dry; avoid steroid combo as first-line,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_TINEA,https://www.cdc.gov/fungal/hcp/clinical-care/index.html,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0412,vaginal_mixed_infection_adult,Vaginal mixed-infection support,,GU/vaginal,adult,gargle,Tier 1,LeoPovidone [Povidone-Iodine 10% w/v],BDS044520,gargle/rinse per product label,3–5 days,ขวด 15 ml.,ขวด 15 ml.,"local irritation, staining with chlorhexidine",avoid swallowing; iodine/thyroid caution for povidone iodine,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0413,vertigo_adult,Peripheral vertigo / dizziness,,Neuro/vertigo,adult,oral,Tier 1,Behistin [Betahistine Mesylate 6 mg.],BDS007022,16–24 mg PO BID–TID,short course/review,แผง 10 เม็ด,แผง 10 เม็ด,"GI upset, headache",asthma/ulcer caution; neurologic red flags,standard,DEFAULT_FAST,FALSE,FALSE,,AAOHNS_MENIERE,https://www.entnet.org/resource/clinical-practice-guideline-menieres-disease/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0414,viral_fever_bodyache_adult,Viral fever / body ache,,general,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0415,viral_fever_peds_support,Pediatric viral fever support,,general,pediatric,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,pediatric_gate,GATED,FALSE,TRUE,PEDS_PARACETAMOL_ORAL,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0416,vulvovaginal_candidiasis_adult,Vulvovaginal candidiasis,,Skin/fungal,adult,cream/topical,Tier 1,Candix Solution [Clotrimazole 1 g./100 ml.],BDS006059,apply thinly BID,2–4 weeks,ขวด 15 ml.,ขวด 15 ml.,local irritation,keep area dry; avoid steroid combo as first-line,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_TINEA,https://www.cdc.gov/fungal/hcp/clinical-care/index.html,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0417,vulvovaginal_candidiasis_adult,Vulvovaginal candidiasis,,Skin/fungal,adult,vaginal,Tier 1,Canesten Vaginal tabs. 1s [Clotrimazole 500 mg.],BDS001419,intravaginal per product course,1–7 days,กล่อง 1 เม็ด,กล่อง 1 เม็ด,local burning,pregnancy clinician advice; exclude STI/red flags,standard,DEFAULT_FAST,FALSE,FALSE,,DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0418,vulvovaginal_candidiasis_adult,Vulvovaginal candidiasis,,Skin/fungal,adult,gargle,Tier 1,LeoPovidone [Povidone-Iodine 10% w/v],BDS044520,gargle/rinse per product label,3–5 days,ขวด 15 ml.,ขวด 15 ml.,"local irritation, staining with chlorhexidine",avoid swallowing; iodine/thyroid caution for povidone iodine,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0419,watery_red_eye_nonpurulent_adult,Watery red eye (non-purulent),,Eye,adult,eye drop,Tier 1,Systane Ultra (UD) Lubricant Eye Drops [Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+Boric Acid+Hydroxypropyl Guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide/1 ml.],BDS047637,1–2 drops affected eye PRN,as needed,กล่อง 28 หลอด,กล่อง 28 หลอด,blurred vision transient,avoid contamination; remove contact lens per product,standard,DEFAULT_FAST,FALSE,FALSE,,AAO_DRY_EYE,https://www.aao.org/eye-health/diseases/what-is-dry-eye,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0420,watery_red_eye_nonpurulent_adult,Watery red eye (non-purulent),,Eye,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0421,watery_red_eye_nonpurulent_adult,Watery red eye (non-purulent),,Eye,adult,sachet/liquid,Tier 1,Cera ORS รสส้ม [Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.],BDS008282,sip frequently; replace stool/vomit losses,until hydrated,กล่อง 5 ซอง,กล่อง 5 ซอง,vomiting if too fast,ER if severe dehydration/blood/toxic,standard,DEFAULT_FAST,FALSE,FALSE,,WHO_ORS_ZINC,https://www.who.int/tools/elena/interventions/zinc-diarrhoea,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
