input_phrase,normalized_phrase,disease_key,diagnosis,icd10,category,population,priority,match_type,rx_now_rows,swap_rows,restricted_rows,antibiotic_rows_present,runtime_policy,red_flags,notes
early menopause,early_menopause,premature_ovarian_insufficiency_review,Premature ovarian insufficiency review,,Chronic/review,adult,2,semantic,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
localized pruritus,localized_pruritus,pruritus_localized_adult,Localized pruritus,,ENT/URI-cough,adult,1,exact,8,11,0,NO,rx_now_plus_swaps,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
local itch,local_itch,pruritus_localized_adult,Localized pruritus,,ENT/URI-cough,adult,2,alias,8,11,0,NO,rx_now_plus_swaps,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
itch without rash,itch_without_rash,pruritus_localized_adult,Localized pruritus,,ENT/URI-cough,adult,3,alias,8,11,0,NO,rx_now_plus_swaps,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
psoriasis,psoriasis,psoriasis_mild_topical_adult,Mild plaque psoriasis trunk/limbs,,Skin/allergy-inflammatory,adult,1,exact,3,2,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
scaly plaque elbow knee,scaly_plaque_elbow_knee,psoriasis_mild_topical_adult,Mild plaque psoriasis trunk/limbs,,Skin/allergy-inflammatory,adult,1,semantic,3,2,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
ra pain,ra_pain,ra_symptom_control_review,Rheumatoid arthritis symptom control,,Chronic/review,adult,1,semantic,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
renal colic,renal_colic,renal_ureteric_stone_acute_adult,Acute renal or ureteric stone / renal colic,,GI/GERD-dyspepsia,adult,1,exact,3,6,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
ureteric stone,ureteric_stone,renal_ureteric_stone_acute_adult,Acute renal or ureteric stone / renal colic,,GI/GERD-dyspepsia,adult,1,exact,3,6,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
sciatica,sciatica,sciatica_over16,Sciatica over 16,,Pain,adult,1,exact,2,5,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
radiating leg pain,radiating_leg_pain,sciatica_over16,Sciatica over 16,,Pain,adult,1,semantic,2,5,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
screen related dry eye,screen_related_dry_eye,screen_related_dry_eye_adult,Screen-related dry eye,,Eye,adult,1,exact,1,0,0,NO,rx_now_plus_swaps,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
computer eye dryness,computer_eye_dryness,screen_related_dry_eye_adult,Screen-related dry eye,,Eye,adult,2,alias,1,0,0,NO,rx_now_plus_swaps,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
dry eye from screen,dry_eye_from_screen,screen_related_dry_eye_adult,Screen-related dry eye,,Eye,adult,3,alias,1,0,0,NO,rx_now_plus_swaps,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
eczema weeping crust,eczema_weeping_crust,secondary_infected_eczema,Secondary bacterial infection of eczema,,Skin/allergy-inflammatory,adult,1,semantic,4,6,0,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
throat pain,throat_pain,sore_throat_adult,Acute sore throat / pharyngeal irritation,,ENT/throat,adult,2,alias,4,1,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
mild strain,mild_strain,sprain_strain_mild_adult,Mild sprain / strain,,Pain,adult,2,alias,4,6,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
ankle sprain mild,ankle_sprain_mild,sprain_strain_mild_adult,Mild sprain / strain,,Pain,adult,3,alias,4,6,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
abrasion,abrasion,superficial_abrasion_adult,Superficial abrasion,,Wound/burn,adult,1,exact,2,1,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
superficial abrasion,superficial_abrasion,superficial_abrasion_adult,Superficial abrasion,,Wound/burn,adult,2,alias,2,1,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
scrape wound,scrape_wound,superficial_abrasion_adult,Superficial abrasion,,Wound/burn,adult,3,alias,2,1,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
acute respiratory infection adult,acute_respiratory_infection_adult,suspected_acute_respiratory_infection_over16,Suspected acute respiratory infection in adult,,ENT/URI-cough,adult,1,semantic,5,9,0,NO,rx_now_plus_swaps,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
ari over 16,ari_over_16,suspected_acute_respiratory_infection_over16,Suspected acute respiratory infection in adult,,ENT/URI-cough,adult,1,exact,5,9,0,NO,rx_now_plus_swaps,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
remote uri antibiotic,remote_uri_antibiotic,suspected_acute_respiratory_infection_over16,Suspected acute respiratory infection in adult,,ENT/URI-cough,adult,1,semantic,5,9,0,NO,rx_now_plus_swaps,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
tension headache,tension_headache,tension_headache_adult,Tension-type headache,,Pain,adult,1,exact,1,5,0,NO,rx_now_plus_swaps,"Thunderclap, neuro deficit, meningism, new severe headache → ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
tight headache,tight_headache,tension_headache_adult,Tension-type headache,,Pain,adult,2,alias,1,5,0,NO,rx_now_plus_swaps,"Thunderclap, neuro deficit, meningism, new severe headache → ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
stress headache,stress_headache,tension_headache_adult,Tension-type headache,,Pain,adult,3,alias,1,5,0,NO,rx_now_plus_swaps,"Thunderclap, neuro deficit, meningism, new severe headache → ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
hyperthyroid,hyperthyroid,thyrotoxicosis_adult_review,Thyrotoxicosis adult review,,Chronic/thyroid,adult,1,exact,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
tinea corporis clotrimazole,tinea_corporis_clotrimazole,tinea_corporis_clotrimazole_adult,Tinea corporis (clotrimazole-first row),,Skin/fungal,adult,1,exact,1,1,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
body fungal rash clotrimazole,body_fungal_rash_clotrimazole,tinea_corporis_clotrimazole_adult,Tinea corporis (clotrimazole-first row),,Skin/fungal,adult,2,alias,1,1,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
ringworm clotrimazole,ringworm_clotrimazole,tinea_corporis_clotrimazole_adult,Tinea corporis (clotrimazole-first row),,Skin/fungal,adult,3,alias,1,1,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
tinea corporis,tinea_corporis,tinea_corporis_localized_adult,Localized tinea corporis / fungal rash,,Skin/fungal,adult,1,exact,1,1,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
ringworm,ringworm,tinea_corporis_localized_adult,Localized tinea corporis / fungal rash,,Skin/fungal,adult,2,alias,1,1,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
fungal body rash,fungal_body_rash,tinea_corporis_localized_adult,Localized tinea corporis / fungal rash,,Skin/fungal,adult,3,alias,1,1,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
tinea cruris,tinea_cruris,tinea_cruris_adult,Tinea cruris / groin fungal rash,,Skin/fungal,adult,1,exact,3,2,0,NO,rx_now_plus_swaps,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
groin fungal rash,groin_fungal_rash,tinea_cruris_adult,Tinea cruris / groin fungal rash,,Skin/fungal,adult,2,alias,3,2,0,NO,rx_now_plus_swaps,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
jock itch,jock_itch,tinea_cruris_adult,Tinea cruris / groin fungal rash,,Skin/fungal,adult,3,alias,3,2,0,NO,rx_now_plus_swaps,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
tinea pedis,tinea_pedis,tinea_pedis_adult,Tinea pedis / fungal foot rash,,Skin/fungal,adult,1,exact,1,1,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
fungal foot rash,fungal_foot_rash,tinea_pedis_adult,Tinea pedis / fungal foot rash,,Skin/fungal,adult,2,alias,1,1,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
athletes foot,athletes_foot,tinea_pedis_adult,Tinea pedis / fungal foot rash,,Skin/fungal,adult,3,alias,1,1,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
fungal rash,fungal_rash,tinea_pruritic_rash_adult,Tinea corporis / pruritic fungal rash,,Skin/fungal,adult,1,exact,1,1,0,NO,rx_now_plus_swaps,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
tinea,tinea,tinea_pruritic_rash_adult,Tinea corporis / pruritic fungal rash,,Skin/fungal,adult,2,alias,1,1,0,NO,rx_now_plus_swaps,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
tonsil irritation,tonsil_irritation,tonsillar_inflammation_support_adult,Tonsillar inflammation support (non-bacterial pattern),,ENT/throat,adult,1,exact,4,4,0,YES,disease_gated_antibiotic,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
tonsil pain mild,tonsil_pain_mild,tonsillar_inflammation_support_adult,Tonsillar inflammation support (non-bacterial pattern),,ENT/throat,adult,2,alias,4,4,0,YES,disease_gated_antibiotic,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
tonsillar inflammation,tonsillar_inflammation,tonsillar_inflammation_support_adult,Tonsillar inflammation support (non-bacterial pattern),,ENT/throat,adult,3,alias,4,4,0,YES,disease_gated_antibiotic,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
topical eye antibiotic,topical_eye_antibiotic,topical_eye_antibiotic_support_adult,Topical eye antibiotic support,,Eye,adult,1,exact,2,0,0,NO,rx_now_plus_swaps,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
eye antibiotic support,eye_antibiotic_support,topical_eye_antibiotic_support_adult,Topical eye antibiotic support,,Eye,adult,2,alias,2,0,0,NO,rx_now_plus_swaps,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
bacterial eye drop option,bacterial_eye_drop_option,topical_eye_antibiotic_support_adult,Topical eye antibiotic support,,Eye,adult,3,alias,2,0,0,NO,rx_now_plus_swaps,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
fusidic acid support,fusidic_acid_support,topical_fusidic_support_adult,Topical fusidic acid support,,general,adult,1,exact,1,0,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
fucidin support,fucidin_support,topical_fusidic_support_adult,Topical fusidic acid support,,general,adult,2,alias,1,0,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
topical fusidic,topical_fusidic,topical_fusidic_support_adult,Topical fusidic acid support,,general,adult,3,alias,1,0,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
traveler diarrhea,traveler_diarrhea,traveler_diarrhea_support_adult,"Traveler diarrhea support (mild, non-bloody)",,GI/diarrhea,adult,1,exact,4,2,0,NO,rx_now_plus_swaps,"Severe dehydration, blood/mucus stool, high fever, severe abdominal pain → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
travel diarrhea,travel_diarrhea,traveler_diarrhea_support_adult,"Traveler diarrhea support (mild, non-bloody)",,GI/diarrhea,adult,2,alias,4,2,0,NO,rx_now_plus_swaps,"Severe dehydration, blood/mucus stool, high fever, severe abdominal pain → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
diarrhea while travelling,diarrhea_while_travelling,traveler_diarrhea_support_adult,"Traveler diarrhea support (mild, non-bloody)",,GI/diarrhea,adult,3,alias,4,2,0,NO,rx_now_plus_swaps,"Severe dehydration, blood/mucus stool, high fever, severe abdominal pain → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
metformin,metformin,type2_diabetes_metformin_candidate,Type 2 diabetes: metformin candidate,,Skin/fungal,adult,1,exact,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
uncomplicated uti,uncomplicated_uti,uncomplicated_uti_adult,Uncomplicated cystitis / lower UTI,,GU/UTI,adult,1,exact,2,3,1,YES,restricted_only_show_safety_line,Fever/flank pain/pregnancy/male/complicated UTI → urine test/eval,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
cystitis,cystitis,uncomplicated_uti_adult,Uncomplicated cystitis / lower UTI,,GU/UTI,adult,2,alias,2,3,1,YES,restricted_only_show_safety_line,Fever/flank pain/pregnancy/male/complicated UTI → urine test/eval,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
urine infection lower,urine_infection_lower,uncomplicated_uti_adult,Uncomplicated cystitis / lower UTI,,GU/UTI,adult,3,alias,2,3,1,YES,restricted_only_show_safety_line,Fever/flank pain/pregnancy/male/complicated UTI → urine test/eval,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
uti alternative cipro,uti_alternative_cipro,uncomplicated_uti_alt_cipro_adult,Uncomplicated UTI alternative row,,GU/UTI,adult,1,exact,0,2,0,NO,restricted_only_show_safety_line,Fever/flank pain/pregnancy/male/complicated UTI → urine test/eval,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
cipro uti option,cipro_uti_option,uncomplicated_uti_alt_cipro_adult,Uncomplicated UTI alternative row,,GU/UTI,adult,2,alias,0,2,0,NO,restricted_only_show_safety_line,Fever/flank pain/pregnancy/male/complicated UTI → urine test/eval,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
cifloxin uti,cifloxin_uti,uncomplicated_uti_alt_cipro_adult,Uncomplicated UTI alternative row,,GU/UTI,adult,3,alias,0,2,0,NO,restricted_only_show_safety_line,Fever/flank pain/pregnancy/male/complicated UTI → urine test/eval,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
uri with diarrhea,uri_with_diarrhea,uri_diarrhea_adult,Acute viral URI with acute infectious diarrhea,,ENT/URI-cough,adult,1,exact,8,11,0,NO,rx_now_plus_swaps,"Severe dehydration, blood/mucus stool, high fever, severe abdominal pain → eval | Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
uri dry cough,uri_dry_cough,uri_dry_cough_adult,Acute viral URI with dry cough,,ENT/URI-cough,adult,1,exact,5,9,0,NO,rx_now_plus_swaps,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
dry cough,dry_cough,uri_dry_cough_adult,Acute viral URI with dry cough,,ENT/URI-cough,adult,2,alias,5,9,0,NO,rx_now_plus_swaps,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
night cough,night_cough,uri_dry_cough_adult,Acute viral URI with dry cough,,ENT/URI-cough,adult,3,alias,5,9,0,NO,rx_now_plus_swaps,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
uri with rash,uri_with_rash,uri_rash_adult,Acute viral URI with viral/allergic rash,,ENT/URI-cough,adult,1,exact,7,11,0,NO,rx_now_plus_swaps,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
itchy rash,itchy_rash,uri_rash_adult,Acute viral URI with viral/allergic rash,,ENT/URI-cough,adult,3,alias,7,11,0,NO,rx_now_plus_swaps,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
runny nose and sneezing,runny_nose_and_sneezing,uri_sneezing_runny_nose_adult,Viral URI with sneezing / runny nose,,ENT/rhinitis,adult,1,exact,5,12,0,NO,rx_now_plus_swaps,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
uri sneezing runny nose,uri_sneezing_runny_nose,uri_sneezing_runny_nose_adult,Viral URI with sneezing / runny nose,,ENT/rhinitis,adult,2,alias,5,12,0,NO,rx_now_plus_swaps,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
common cold runny nose,common_cold_runny_nose,uri_sneezing_runny_nose_adult,Viral URI with sneezing / runny nose,,ENT/rhinitis,adult,3,alias,5,12,0,NO,rx_now_plus_swaps,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
uri with wet cough,uri_with_wet_cough,uri_wet_cough_adult,Acute viral URI with productive cough,,ENT/URI-cough,adult,1,exact,5,9,0,NO,rx_now_plus_swaps,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
productive cough,productive_cough,uri_wet_cough_adult,Acute viral URI with productive cough,,ENT/URI-cough,adult,2,alias,5,9,0,NO,rx_now_plus_swaps,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
wet cough child,wet_cough_child,uri_wet_cough_peds,Pediatric URI with wet cough,,ENT/URI-cough,pediatric,1,exact,2,1,0,NO,pediatric_gate_required,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
uri wet cough child,uri_wet_cough_child,uri_wet_cough_peds,Pediatric URI with wet cough,,ENT/URI-cough,pediatric,2,alias,2,1,0,NO,pediatric_gate_required,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
productive cough child,productive_cough_child,uri_wet_cough_peds,Pediatric URI with wet cough,,ENT/URI-cough,pediatric,3,alias,2,1,0,NO,pediatric_gate_required,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
urticaria,urticaria,urticaria_mild_adult,Mild urticaria / hives,,Skin/allergy-inflammatory,adult,1,exact,3,2,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
hives,hives,urticaria_mild_adult,Mild urticaria / hives,,Skin/allergy-inflammatory,adult,2,alias,3,2,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
allergic wheals,allergic_wheals,urticaria_mild_adult,Mild urticaria / hives,,Skin/allergy-inflammatory,adult,3,alias,3,2,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
vaginal discharge support,vaginal_discharge_support,vaginal_discharge_support_adult,Vaginal discharge support row,,GU/vaginal,adult,1,exact,3,0,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
local vaginal treatment support,local_vaginal_treatment_support,vaginal_discharge_support_adult,Vaginal discharge support row,,GU/vaginal,adult,2,alias,3,0,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
vaginal tab support,vaginal_tab_support,vaginal_discharge_support_adult,Vaginal discharge support row,,GU/vaginal,adult,3,alias,3,0,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
vaginal mixed infection,vaginal_mixed_infection,vaginal_mixed_infection_adult,Vaginal mixed-infection support,,GU/vaginal,adult,1,exact,3,0,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
