coverage_id,product_id,generic_name,drug_name,evidence_needed,source_targets,final_status,next_action
coverage_c8c29e32c915,BDS003765,,Tear Mac Eye Drops [Carboxymethyl Cellulose Sodium (CMC) 0.5%w/v+Preservative (Stabilised Oxychloro Complex 0.005% w/v)],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_6c9f6e39ecd2,BDS007548,,Kenalone Oral Paste sachet 1 g [Triamcinolone Acetonide 0.1%],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_21ce026bef4d,BDS003750,,Trinolone Oral Paste sachet 1 g [Triamcinolone Acetonide 0.1%],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_1140fa9669ee,BDS001712,,Dewax Ear Drops [Docusate Sodium 0.5% w/v (5 mg./1 ml.)],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_97f52c99faa7,BDS002874,,Nasacort AQ Spray Suspension [Triamcinolone Acetonide 9.075 mg/16.5 g (55 mcg/dose)+Preservative (Benzalkonium Chloride)+อื่นๆ],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_489f67562038,BDS001437,,ChlorOph Eye Drops [Chloramphenicol 5 mg./1 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_e6da8b7acfe6,BDS001847,,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_15a785299a86,BDS001437,,ChlorOph Eye Drops [Chloramphenicol 5 mg./1 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_b174a4a57bac,BDS001847,,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_b067f2ea7008,BDS001437,,ChlorOph Eye Drops [Chloramphenicol 5 mg./1 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_f47a865f9efa,BDS001847,,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_7f90c32b3316,BDS003721,,"Terramycin Ophthalmic Ointment [Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.]",adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_4c553aa7f0a1,BDS001847,,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_c87f0d338128,BDS003721,,"Terramycin Ophthalmic Ointment [Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.]",adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_30a51b78fe6d,BDS001847,,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_9195e6ed398c,BDS003721,,"Terramycin Ophthalmic Ointment [Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.]",adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_87c7722c1aea,BDS001847,,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_82bf18862c69,BDS001047,,AMK 457 [Amoxicillin 400 mg.+Clavulanic Acid 57 mg./5 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_51eee1748b04,BDS001047,,AMK 457 [Amoxicillin 400 mg.+Clavulanic Acid 57 mg./5 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_ffeb2709a460,BDS001047,,AMK 457 [Amoxicillin 400 mg.+Clavulanic Acid 57 mg./5 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_b2593a99118e,BDS001046,,AMK 228 [Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_62d290ee7fca,BDS001046,,AMK 228 [Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_5fe6a2bc6bc1,BDS001046,,AMK 228 [Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_37ae905d9d32,BDS001046,,AMK 228 [Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_86542db31edc,BDS001046,,AMK 228 [Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_bd89923c949b,BDS001046,,AMK 228 [Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_d644b934d1db,,,,concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_cf145558f2cb,,,,concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_c1a9542da8f3,,,,concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_c97db7ad7825,,,,concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_986d8863a72f,,,,concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_3acd3769c8c9,,,,concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_a8c7f78af5a0,,,,concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_e07332f652ce,,,,concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_e432a7360560,,,,concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_1f3f0b909089,,,,concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_22aabef7d7b7,,,,concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_1f8b9ebba208,,,,concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_d753925d997b,,,,concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_2306de073252,,,,concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_0a6a72490a76,,,,concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_2eb46fbc4a64,,,,concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_1928ee00532c,,,,concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; red_flag_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_safety_red_flag,add red-flag/referral source and keep routine prescribing blocked
coverage_0e164f8a0fb2,,,,concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_f6c10d906b49,,,,concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_360b3fbd719e,BDS001253,Bromhexine HCl,Bisolvon Pediatric Syrup [Bromhexine HCl 4 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_687399924bb8,,,Azith Oral Suspension [Azithromycin 200 mg./5 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_bcc65b62d88e,,,Cefspan Suspension [Cefixime 100 mg./5 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_9ce82c86377b,,,Ibilex Syrup [Cephalexin 125 mg./5 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_69f79ed80f00,,,Newtamox For Oral Suspension [Amoxicillin 125 mg./5 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_82c27537551d,,,Onzet Oral Suspension [Azithromycin 200 mg./5 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_614555ddb7ac,,,Sia-Mox Syrup 125 mg [Amoxicillin 125 mg./5 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_3de64b76c3df,,,Sia-Mox Syrup 250 mg [Amoxicillin 250 mg./5 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_57c3d3961f45,,,Xalin Dry Syrup 125 mg [Cloxacillin 125 mg./5 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_468b5dc8afe3,,,Ampol Suspension [Paracetamol 120 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_06df6551b533,,,Kit-F Drops [Paracetamol 60 mg./0.6 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_58c921d735a1,,,Newtamol Syrup [Paracetamol 150 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_06e6281cec98,,,Panadol Orange Suspension [Paracetamol 250 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_7567b2488df4,,,Panadol Strawberry Suspension [Paracetamol 120 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_5498a7ad1cd3,,,Poro Suspension [Paracetamol 250 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_f1cd460b84be,,,Sara Infant Drops (รสองุ่น) [Paracetamol 60 mg./0.6 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_5ee6d1872417,,,Tempra Drop [Paracetamol 80 mg./0.8 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_f6c304f64d15,,,Tylenol Drop [Paracetamol 80 mg./0.8 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_bb89e0720054,,,Tylenol Suspension [Paracetamol 160 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_9dd534c15f58,,,Aerius Syrup [Desloratadine 0.5 mg./1 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_12fd1b873128,,,Asiatapp Infant Drops (ควบคุมจำนวน) [Brompheniramine Maleate 2.0 mg.+Phenylephrine HCl 2.5 mg./1 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_f44afdf38df3,,,Asiatapp Syrup (ควบคุมจำนวน) [Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_fdbc233bb690,,,Chlophen Syrup (ควบคุมจำนวน) [Chlorpheniramine Maleate 2 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_b1f657ba0acd,,,Cistamine Syrup [Cetirizine 2HCl 5 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_f0fc5708aafe,,,Lorius Syrup [Desloratadine 0.5 mg./1 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_3661b0e3329d,,,Sea Chlor Syrup (ควบคุมจำนวน) [Chlorpheniramine Maleate 2 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_d4fa450fb71a,,,Trandrozine Syrup (ควบคุมจำนวน) [Hydroxyzine HCl 10 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_c6889627e226,,,Zermed Syrup [Cetirizine 2HCl 5 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_b7fd95ce4860,,,Zyrtec Syrup [Cetirizine 2HCI 1 mg./1 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_b4ebf7e0ed27,,,Icorin Kids Syrup [Butamirate Citrate 4 mg/5 ml],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
coverage_40c190edd332,,,Ivorin Syrup [Levodropropizine 30 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,manual_review_required_with_exact_reason,resolve linked source/evidence queue item
