coverage_id,sheet_name,row_number,product_id,regimen_id,disease_key,disease_name,complaint_key,generic_name,drug_name,composition,BDS,sig,duration,route,form,pediatric_flag,antibiotic_flag,high_risk_flag,current_readiness,current_source_status,exact_evidence_needed,minimum_source_type,source_priority,final_status,final_reason,next_action
coverage_11dd1f979756,12_Drug_Short_Lookup_Template,368,BDS003574,,,,,2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol,"Strepsils Citrus Lemon SF HHR ซอง 6s [2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.]","2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.",BDS003574,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_3fc213cfad7a,12_Drug_Short_Lookup_Template,369,BDS003578,,,,,2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol,"Strepsils Citrus Lemon Sugar Free กล่อง 16s [2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.]","2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.",BDS003578,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_1797f119841b,12_Drug_Short_Lookup_Template,370,BDS003661,,,,,2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol + Menthol,"Strepsils Cool กล่อง 24s [2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Menthol 7.0 mg.]","2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Menthol 7.0 mg.",BDS003661,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_fda5e2377897,12_Drug_Short_Lookup_Template,371,BDS003554,,,,,2 + 4-Dichlorobenzyl alcohol + Amylmetacresol + Menthol,"Strepsils Cool ซอง 8s [2,4-Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Menthol 7.0 mg.]","2,4-Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Menthol 7.0 mg.",BDS003554,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_d5d5ec752826,12_Drug_Short_Lookup_Template,372,BDS003590,,,,,2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol,"Strepsils Honey & Lemon HHR ซอง 8s [2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.]","2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.",BDS003590,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_2d6ee9220e81,12_Drug_Short_Lookup_Template,373,BDS003582,,,,,2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol,"Strepsils Honey & Lemon กล่อง 24s [2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.]","2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.",BDS003582,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_c60f66a7bbe3,12_Drug_Short_Lookup_Template,374,BDS003555,,,,,2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol + Vitamin C,"Strepsils Orange+Vitamin C HHR ซอง 8s [2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Vitamin C 100 mg.]","2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Vitamin C 100 mg.",BDS003555,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_34313cc538c7,12_Drug_Short_Lookup_Template,375,BDS003556,,,,,2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol + Vitamin C,"Strepsils Orange+Vitamin C กล่อง 24s [2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Vitamin C 100 mg.]","2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Vitamin C 100 mg.",BDS003556,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_e28bce9f71e2,12_Drug_Short_Lookup_Template,376,BDS003583,,,,,2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol,"Strepsils Original HHR (เม็ดแดง) กล่อง 24s [2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.]","2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.",BDS003583,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_8dedc9948716,12_Drug_Short_Lookup_Template,377,BDS003551,,,,,2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol,"Strepsils Original HHR (เม็ดแดง) ซอง 8s [2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.]","2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.",BDS003551,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_f2ff5532ccb6,12_Drug_Short_Lookup_Template,378,BDS003777,,,,,Dichlorobenzyl alcohol + Amylmetacresol,Throatsil รสน้ำผึ้งมะนาว ซอง 8s [Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.],Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.,BDS003777,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_5bb1612f8212,12_Drug_Short_Lookup_Template,379,BDS003790,,,,,Dichlorobenzyl alcohol + Amylmetacresol,Throatsil รสเมนทอล ซอง 8s [Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.],Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.,BDS003790,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_73c6d3d4ca57,12_Drug_Short_Lookup_Template,380,BDS003802,,,,,Dichlorobenzyl alcohol + Amylmetacresol + Vitamin C,Throatsil รสส้ม กล่อง 24s [Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Vitamin C 100 mg.],Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Vitamin C 100 mg.,BDS003802,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_ad4140bf3c42,12_Drug_Short_Lookup_Template,381,BDS003775,,,,,Dichlorobenzyl alcolhol + Amylmetacresol + Vitamin C,Throatsil รสส้ม ซอง 8s [Dichlorobenzyl alcolhol 1.2 mg.+Amylmetacresol 0.6 mg.+Vitamin C 100 mg.],Dichlorobenzyl alcolhol 1.2 mg.+Amylmetacresol 0.6 mg.+Vitamin C 100 mg.,BDS003775,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_c6ce60e4754b,12_Drug_Short_Lookup_Template,382,BDS040016,,,,,Ibuprofen,Adavil F/C tabslets [Ibuprofen 400 mg.],Ibuprofen 400 mg.,BDS040016,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_036d049cf37d,12_Drug_Short_Lookup_Template,383,BDS040623,,,,,Ibuprofen,Brusoft 400 [Ibuprofen 400 mg.],Ibuprofen 400 mg.,BDS040623,,,oral,capsule,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_1f4ba6a95d28,12_Drug_Short_Lookup_Template,384,BDS040629,,,,,Ibuprofen + Paracetamol,Brustan [Ibuprofen 400 mg.+Paracetamol 325 mg.],Ibuprofen 400 mg.+Paracetamol 325 mg.,BDS040629,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_d39f6f378b7e,12_Drug_Short_Lookup_Template,385,BDS007040,,,,,Ibuprofen,Cefen 400P [Ibuprofen 400 mg.],Ibuprofen 400 mg.,BDS007040,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_881e74c1e2ba,12_Drug_Short_Lookup_Template,386,BDS001618,,,,,Ibuprofen,Duran [Ibuprofen 400 mg.],Ibuprofen 400 mg.,BDS001618,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_560cf99a81e2,12_Drug_Short_Lookup_Template,387,BDS002042,,,,,Ibuprofen + Polyethylene 400 + Porpylene Glycol,Gofen 400 [Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol],Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,BDS002042,,,oral,capsule,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_88428765f997,12_Drug_Short_Lookup_Template,388,BDS002036,,,,,Ibuprofen,Greatofen-400 mg [Ibuprofen 400 mg.],Ibuprofen 400 mg.,BDS002036,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_2d2bd042a6d5,12_Drug_Short_Lookup_Template,389,BDS007161,,,,,Ibuprofen + Paracetamol,Ibuman-Plus [Ibuprofen 400 mg.+Paracetamol 325 mg.],Ibuprofen 400 mg.+Paracetamol 325 mg.,BDS007161,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_2080678f7e8b,12_Drug_Short_Lookup_Template,390,BDS007165,,,,,Ibuprofen + Paracetamol,Kintal B [Ibuprofen 400 mg.+Paracetamol 325 mg.],Ibuprofen 400 mg.+Paracetamol 325 mg.,BDS007165,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_88f1ca145a0b,12_Drug_Short_Lookup_Template,391,BDS045600,,,,,Ibuprofen,Nurofen Zavance [Ibuprofen 400 mg],Ibuprofen 400 mg,BDS045600,,,oral,capsule,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_171fe1c5c472,12_Drug_Short_Lookup_Template,392,BDS002846,,,,,Ibuprofen,Nurofen-400 [Ibuprofen 400 mg.],Ibuprofen 400 mg.,BDS002846,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_7e5774591851,12_Drug_Short_Lookup_Template,393,BDS047673,,,,,Ibuprofen,Solufen 400 [Ibuprofen 400 mg.],Ibuprofen 400 mg.,BDS047673,,,oral,capsule,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_c1d5ee9c23be,12_Drug_Short_Lookup_Template,394,BDS046200,,,,,Cetylpyridinium chloride,Oral-VP tabslet [Cetylpyridinium chloride 1.5 mg.],Cetylpyridinium chloride 1.5 mg.,BDS046200,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_b9087fae8f35,12_Drug_Short_Lookup_Template,395,BDS003662,,,,,2 + 4-ไดคลอโรเบนซิล แอลกอฮอล์ 1.2 มก + เอมิลเมแทครีซอล 0.6 มก + ลิกโนเคน ไฮโดรคลอไรด์ 10.0 มก,"Strepsils Maxi Pluzz กล่อง 16s [2,4-ไดคลอโรเบนซิล แอลกอฮอล์ 1.2 มก.+ เอมิลเมแทครีซอล 0.6 มก. + ลิกโนเคน ไฮโดรคลอไรด์ 10.0 มก.]","2,4-ไดคลอโรเบนซิล แอลกอฮอล์ 1.2 มก.+ เอมิลเมแทครีซอล 0.6 มก. + ลิกโนเคน ไฮโดรคลอไรด์ 10.0 มก.",BDS003662,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_bcbeefe398f4,12_Drug_Short_Lookup_Template,396,BDS003580,,,,,2 + 4-Dichlorobenzyl alcohol + Amylmetacresol + Lidocain,"Strepsils Maxi Pluzz ซอง 6s [2,4-Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Lidocain 10 mg.]","2,4-Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Lidocain 10 mg.",BDS003580,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_d1835a1ba1e3,12_Drug_Short_Lookup_Template,397,BDS003772,,,,,2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol + Lignocaine HCl,"Throatsil Plus ซอง 8s [2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Lignocaine HCl 10.0 mg.]","2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Lignocaine HCl 10.0 mg.",BDS003772,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_16038a0a785b,12_Drug_Short_Lookup_Template,398,BDS008282,,,,,Glucose Anhydrous + Sodium Chloride + Potassium Chloride + Sodium Citrate Dihydrate,Cera ORS รสส้ม [Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.],Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.,BDS008282,,,,other,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_e76629cb923f,12_Drug_Short_Lookup_Template,399,BDS007141,,,,,Dimenhydrinate,Dimenhydrinate [Dimenhydrinate 50 mg.],Dimenhydrinate 50 mg.,BDS007141,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_eda9e2edbe5a,12_Drug_Short_Lookup_Template,400,BDS001663,,,,,Dimenhydrinate,Dramamine [Dimenhydrinate 50 mg.],Dimenhydrinate 50 mg.,BDS001663,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_c50467eb096b,12_Drug_Short_Lookup_Template,401,BDS008272,,,,,Benfotiamine + Riboflavin + Pyridoxine HCl + Cyanocobalamin,Biotaplex-BC [Benfotiamine (Vit.B1) 69.15 mg+Riboflavin (Vit.B2) 5 mg+Pyridoxine HCl (Vit.B6) 5 mg+Cyanocobalamin (Vit.B12) 5 mcg+Vit.C 50 mg],Benfotiamine (Vit.B1) 69.15 mg+Riboflavin (Vit.B2) 5 mg+Pyridoxine HCl (Vit.B6) 5 mg+Cyanocobalamin (Vit.B12) 5 mcg+Vit.C 50 mg,BDS008272,,,oral,tablet,False,False,True,,,product_label_source,product label,1,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_f7eaad750931,12_Drug_Short_Lookup_Template,402,BDS002687,,,,,Mecobalamin,Mecze [Mecobalamin (Vit. B12) 500 mcg.],Mecobalamin (Vit. B12) 500 mcg.,BDS002687,,,oral,tablet,False,False,True,,,product_label_source,product label,1,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_a496043b199d,12_Drug_Short_Lookup_Template,403,BDS044925,,,,,Vit.B1 + Vit.B6 + Methylcobalamin + Folic Acid,Mega Diavit [Vit.B1 100 mg+ Vit.B6 200 mg+Methylcobalamin 500 mg+ Folic Acid 0.2 mg+Natural Vit.E 200 IU+ Natural Mixed Carotenoids 4 mg+Equivlent to Vit.A 5000 IU+ Vit.D3 400 IU+Copper 1 mg+Chromium 0.2 mg+Zinc 15 mg.],Vit.B1 100 mg+ Vit.B6 200 mg+Methylcobalamin 500 mg+ Folic Acid 0.2 mg+Natural Vit.E 200 IU+ Natural Mixed Carotenoids 4 mg+Equivlent to Vit.A 5000 IU+ Vit.D3 400 IU+Copper 1 mg+Chromium 0.2 mg+Zinc 15 mg.,BDS044925,,,oral,capsule,False,False,True,,,product_label_source,product label,1,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_e2b7ce2aadcf,12_Drug_Short_Lookup_Template,404,BDS002625,,,,,Mecobalamin,Methycobal 500 [Mecobalamin (Vit. B12) 500 mcg.],Mecobalamin (Vit. B12) 500 mcg.,BDS002625,,,oral,tablet,False,False,True,,,product_label_source,product label,1,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_7adfaa9d4784,12_Drug_Short_Lookup_Template,405,BDS002822,,,,,Thiamine Disulfide + Pyridoxine HCl + Cyanocobalamin,Neurobion [Thiamine Disulfide (Vit.B1) 100 mg+Pyridoxine HCl (Vit.B6) 200 mg+Cyanocobalamin (Vit.B12) 200 mcg],Thiamine Disulfide (Vit.B1) 100 mg+Pyridoxine HCl (Vit.B6) 200 mg+Cyanocobalamin (Vit.B12) 200 mcg,BDS002822,,,oral,tablet,False,False,True,,,product_label_source,product label,1,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_55aeedfd0a12,12_Drug_Short_Lookup_Template,406,BDS003007,,,,,Thiamine Mononitrate + Pyridoxine HCl + Cyanocobalamin,One-Six-Twelve [Thiamine Mononitrate (Vit.B1) 100 mg+Pyridoxine HCl (Vit.B6) 5 mg+Cyanocobalamin (Vit.B12) 50 mcg],Thiamine Mononitrate (Vit.B1) 100 mg+Pyridoxine HCl (Vit.B6) 5 mg+Cyanocobalamin (Vit.B12) 50 mcg,BDS003007,,,oral,tablet,False,False,True,,,product_label_source,product label,1,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_577c6038e99d,12_Drug_Short_Lookup_Template,407,BDS008151,,,,,Thiamine Mononitrate + Pyridoxine HCl + Cyanocobalamin,Sambee [Thiamine Mononitrate (Vit.B1) 100 mg+Pyridoxine HCl (Vit.B6) 5 mg+Cyanocobalamin (Vit.B12) 65 mcg],Thiamine Mononitrate (Vit.B1) 100 mg+Pyridoxine HCl (Vit.B6) 5 mg+Cyanocobalamin (Vit.B12) 65 mcg,BDS008151,,,oral,tablet,False,False,True,,,product_label_source,product label,1,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_b174be71d722,12_Drug_Short_Lookup_Template,408,BDS008708,,,,,Thiamine Mononitrate + Pyridoxine HCl + Cyanocobalamin,Tri-Be-Sian [Thiamine Mononitrate (Vit.B1) 100 mg+Pyridoxine HCl (Vit.B6) 5 mg+Cyanocobalamin (Vit.B12) 50 mcg],Thiamine Mononitrate (Vit.B1) 100 mg+Pyridoxine HCl (Vit.B6) 5 mg+Cyanocobalamin (Vit.B12) 50 mcg,BDS008708,,,oral,tablet,False,False,True,,,product_label_source,product label,1,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_769357a038f0,12_Drug_Short_Lookup_Template,409,BDS007809,,,,,Thiamine Mononitrate + Pyridoxine HCl + Cyanocobalamin,Viboral [Thiamine Mononitrate (Vit.B1) 100 mg+Pyridoxine HCl (Vit.B6) 20 mg+Cyanocobalamin (Vit.B12) 100 mcg],Thiamine Mononitrate (Vit.B1) 100 mg+Pyridoxine HCl (Vit.B6) 20 mg+Cyanocobalamin (Vit.B12) 100 mcg,BDS007809,,,oral,tablet,False,False,True,,,product_label_source,product label,1,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_7c80f4c19c84,12_Drug_Short_Lookup_Template,410,BDS004007,,,,,Vit.B1 + Vit.B6 + Vit.B12,Vitamin B1-B6-B12 (GPO) [Vit.B1 100 mg+Vit.B6 7.5 mg+Vit.B12 75 mcg],Vit.B1 100 mg+Vit.B6 7.5 mg+Vit.B12 75 mcg,BDS004007,,,oral,tablet,False,False,True,,,product_label_source,product label,1,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_ace924fff908,12_Drug_Short_Lookup_Template,411,BDS002449,,,,,AHMC(Aluminum Hydroxide + Magnesium Carbonate ) + Simethicone + Dicyclomine HCl,Kremil-S tabslet [AHMC(Aluminum Hydroxide 188.8 mg.+Magnesium Carbonate 136.2 mg.) 325 mg.+Simethicone 10 mg.+Dicyclomine HCl 2.5 mg.],AHMC(Aluminum Hydroxide 188.8 mg.+Magnesium Carbonate 136.2 mg.) 325 mg.+Simethicone 10 mg.+Dicyclomine HCl 2.5 mg.,BDS002449,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_1e0ddc27a04f,12_Drug_Short_Lookup_Template,412,BDS008766,,,,,Sulcain + Magcerin,Sulcain [Sulcain (Ethyl p-piperidylacetylaminobenzoate) 100 mg+Magcerin (Magnesia-alumina hydrate) 100 mg],Sulcain (Ethyl p-piperidylacetylaminobenzoate) 100 mg+Magcerin (Magnesia-alumina hydrate) 100 mg,BDS008766,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_03976c28ec6c,12_Drug_Short_Lookup_Template,413,BDS001038,,,,,Simethicone + Alverine Citrate,Avarin [Simethicone 300 mg.+Alverine Citrate 60 mg.],Simethicone 300 mg.+Alverine Citrate 60 mg.,BDS001038,,,oral,capsule,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_f72a39c4a47b,12_Drug_Short_Lookup_Template,414,BDS001234,,,,,Dicyclomine + Simethicone,Berclomin tabs [Dicyclomine 10 mg.+Simethicone 100 mg.],Dicyclomine 10 mg.+Simethicone 100 mg.,BDS001234,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_7ecad529be1b,12_Drug_Short_Lookup_Template,415,BDS044943,,,,,Alverine Citrate + Simethicone,Meteospasmyl [Alverine Citrate 60 mg +Simethicone 300 mg],Alverine Citrate 60 mg +Simethicone 300 mg,BDS044943,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_1b3db72a4324,12_Drug_Short_Lookup_Template,416,BDS008455,,,,,Albendazole,CB-400 [Albendazole 400 mg.],Albendazole 400 mg.,BDS008455,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_f9ea38d70b5f,12_Drug_Short_Lookup_Template,417,BDS002104,,,,,Niclosamide + Phenolphthalein,Hexin ฆ่าพยาธิ [Niclosamide 500 mg.+Phenolphthalein 75 mg.],Niclosamide 500 mg.+Phenolphthalein 75 mg.,BDS002104,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_baf71b9a5890,12_Drug_Short_Lookup_Template,418,BDS004217,,,,,Albendazole,Zentel 400 mg [Albendazole 400 mg.],Albendazole 400 mg.,BDS004217,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_07c8367e78b7,12_Drug_Short_Lookup_Template,419,BDS001465,,,,,(Cellulase + Protease + Amylase) + (Lipase,Combizym [(Cellulase+Protease+Amylase) 24 mg.+(Lipase+Protease+Amylase) 220 mg.],(Cellulase+Protease+Amylase) 24 mg.+(Lipase+Protease+Amylase) 220 mg.,BDS001465,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_8cb83de6fa0e,12_Drug_Short_Lookup_Template,420,BDS001636,,,,,diastase + Aluminium magnesium silicate + Sodium bicarbonate + Calcium carbonate,Diasgest [diastase 50 mg+Aluminium magnesium silicate 100 mg+Sodium bicarbonate 60 mg+Calcium carbonate],diastase 50 mg+Aluminium magnesium silicate 100 mg+Sodium bicarbonate 60 mg+Calcium carbonate,BDS001636,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_92a87e3eb421,12_Drug_Short_Lookup_Template,421,BDS002043,,,,,Simethicone + Pancreatin 4NF,Gaszym [Simethicone 60 mg.+Pancreatin 4NF 200 mg.],Simethicone 60 mg.+Pancreatin 4NF 200 mg.,BDS002043,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
coverage_95d9dc266013,12_Drug_Short_Lookup_Template,422,BDS002681,,,,,Mamylase + Thiamine mononitrate + Diastase + Scopolia extract,Magesto-F bottle 100s [Mamylase+Thiamine mononitrate+Diastase+Scopolia extract+Calcium carbonate],Mamylase+Thiamine mononitrate+Diastase+Scopolia extract+Calcium carbonate,BDS002681,,,oral,tablet,False,False,False,,,product_label_source,product label,3,label_only_catalog,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness"
