id,name,genericGroup,composition,status,reason
BDS048649,Tavipec cap (10 cap),Spike Lavender Oil,Spike Lavender Oil 150 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS040613,Bakamol 500 mg strip 10s (10 tabs),Paracetamol,Paracetamol 500 mg.,has_ref_but_not_parseable,pediatric reference exists but amount cannot be parsed exactly
BDS007044,Cemol 500 mg strip 10s เม็ดรี (10 tabs),Paracetamol,Paracetamol 500 mg.,has_ref_but_not_parseable,pediatric reference exists but amount cannot be parsed exactly
BDS003108,Para Cap strip 10s (10 tabs),Paracetamol,Paracetamol 500 mg.,has_ref_but_not_parseable,pediatric reference exists but amount cannot be parsed exactly
BDS003503,Sara เม็ดกลม แผง 10s (10 tabs),Paracetamol,Paracetamol 500 mg.,has_ref_but_not_parseable,pediatric reference exists but amount cannot be parsed exactly
BDS003654,Sara เม็ดรี แผง 10s (10 tabs),Paracetamol,Paracetamol 500 mg.,has_ref_but_not_parseable,pediatric reference exists but amount cannot be parsed exactly
BDS003762,Tylenol 500 mg strip 10s (10 tabs),paracetamol,Paracetamol 500 mg.,has_ref_but_not_parseable,pediatric reference exists but amount cannot be parsed exactly
BDS001014,Air-X (10 tabs),Simethicone,Simethicone 80 mg.,has_ref_but_not_parseable,pediatric reference exists but amount cannot be parsed exactly
BDS001089,Air-X Lemon (10 tabs),Simethicone,Simethicone 80 mg.,has_ref_but_not_parseable,pediatric reference exists but amount cannot be parsed exactly
BDS001085,Air-X Orange (10 tabs),Simethicone,Simethicone 80 mg.,has_ref_but_not_parseable,pediatric reference exists but amount cannot be parsed exactly
BDS001088,Air-X Sugar Free (10 tabs),Simethicone,Simethicone 40 mg.,has_ref_but_not_parseable,pediatric reference exists but amount cannot be parsed exactly
BDS001641,Dioxzye (10 tabs),Simethicone,Simethicone 80 mg.,has_ref_but_not_parseable,pediatric reference exists but amount cannot be parsed exactly
BDS040030,Amitriptyline 10 mg (10 tabs),Amitriptyline Hydrochloride,Amitriptyline Hydrochloride 10 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS004039,Rowatinex (10 cap),Pinene (Alpha + Beta) + Camphene + Cineol,Pinene (Alpha+Beta) 31 mg.+Camphene 15 mg.+Cineol 3 mg.+Fenchone 4 mg.+Borneol 10 mg.+Anethol 4 mg.+Olive Oil 33 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007960,Tranxic (10 cap),Tranexamic Acid,Tranexamic Acid 250 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS006069,Ambes 10 mg (GPO) (10 tabs),Amlodipine besylate,Amlodipine besylate 10 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS006070,Ambes 5 mg (GPO) (10 tabs),Amlodipine besylate,Amlodipine besylate 5 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS040008,Amlodac 10 (10 tabs),Amlodipine besilate,Amlodipine besilate 10 mg. (eq. to Amlodipine 10 mg.),no_peds_reference,no pediatric reference and no parseable concentration
BDS040007,Amlodac 5 (10 tabs),Amlodipine besilate,Amlodipine besilate 5 mg. (eq. to Amlodipine 5 mg.),no_peds_reference,no pediatric reference and no parseable concentration
BDS001106,Amlopine 10 mg (10 tabs),Amlodipine besylate,Amlodipine besylate 10 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001096,Amlopine 5 mg (10 tabs),Amlodipine besylate,Amlodipine besylate 5 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001114,Anapril 20 mg (10 tabs),Enalapril Maleate,Enalapril Maleate 20 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001113,Anapril 5 mg (10 tabs),Enalapril Maleate,Enalapril Maleate 5 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007484,Annalol-10 (10 tabs),Propranolol HCl,Propranolol HCl 10 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001237,Betalol 10 mg (10 tabs),Propranolol,Propranolol 10 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001281,Betalol 40 mg (10 tabs),Propranolol HCl,Propranolol HCl 40 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS040634,Blopress 16 mg (28 tabs),Candesartan Cilexetil,Candesartan Cilexetil 16 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001275,Blopress 8 mg (7 tabs),Candesartan cilexetil,Candesartan cilexetil 8 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS041442,Caraten 6.25 (10 tabs),Carvedilol,Carvedilol 6.25 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001415,Cardeloc (10 tabs),Metoprolol Tartrate,Metoprolol Tartrate 100 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS006702,Catenol 50 mg (10 tabs),Atenolol,Atenolol 50 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001443,Cesoline W (10 tabs),Hydralazine HCl,Hydralazine HCl 25 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001453,Concor 2.5 mg (10 tabs),Bisoprolol fumarate,Bisoprolol fumarate 2.5 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001454,Concor 5 mg (10 tabs),Bisoprolol fumarate,Bisoprolol fumarate 5 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS042320,Diovan 160 mg (28 tabs),Valsartan,Valsartan 160 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS042319,Diovan 80 mg (28 tabs),Valsartan,Valsartan 80 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001845,Enaril 20 mg (10 tabs),Enalapril Maleate,Enalapril Maleate 20 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001812,Enaril 5 mg (10 tabs),Enalapril Maleate,Enalapril Maleate 5 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS042814,Exforge 5 mg/160 mg (28 tabs),Amlodipine + Valsartan,Amlodipine 5 mg.+Valsartan 160 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS043130,Felopine 5 (3 blister),Felodipine,Felodipine 5 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS044317,Kerdica 20 mg (10 tabs),Manidipine HCl,Manidipine HCl 20 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS044532,Lanzaar 100 mg (3 blister),Losartan potassium,Losartan potassium 100 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS044546,Lanzaar 50 (10 tabs),Losartan potassium,Losartan potassium 50 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002549,Loranta 100 mg (10 tabs),Losartan potassium,Losartan potassium 100 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002522,Loranta 50 mg (10 tabs),Losartan potassium,Losartan potassium 50 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS006044,Losartan 50 mg (GPO) (15 tabs),Losartan potassium,Losartan potassium 50 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007556,Loxidil 5 mg 100s (100 tabs),Minoxidil,Minoxidil 5 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003146,Madiplot 10 mg (10 tabs),Manidipine HCl,Manidipine HCl 10 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002638,Madiplot 20 mg (10 tabs),Manidipine HCl,Manidipine HCl 20 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002808,Nelapine 20 SR (3 blister),Nifedipine,Nifedipine 20 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002862,Norvasc 5 mg (10 tabs),Amlodipine besylate,Amlodipine besylate 5 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003174,Plendil 5 mg (30 tabs),Felodipine,Felodipine 5 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003144,Prenolol 100 mg (10 tabs),Atenolol,Atenolol 100 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003140,Prenolol 25 mg (10 tabs),Atenolol,Atenolol 25 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003145,Prenolol 50 mg (10 tabs),Atenolol,Atenolol 50 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS048635,Tanzaril 100 mg (10 tabs),Losartan potassium,Losartan potassium 100 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003703,Tanzaril 50 mg (10 tabs),Losartan potassium,Losartan potassium 50 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS006259,Zanidip 10 mg (28 tabs),Lercanidipine HCl,Lercanidipine HCl 10 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS040006,Amaryl 2 mg (10 tabs),Glimepiride,Glimepiride 2 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007131,Benclamide (10 tabs),Glibenclamide,Glibenclamide 5 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001611,Daonil 5 mg (10 tabs),Glibenclamide,Glibenclamide 5 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001639,Diamicron MR 60 mg (15 tabs),Gliclazide,Gliclazide 60 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001649,Dipazide (10 tabs),Glipizide,Glipizide 5 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS043612,Galvus 50 mg (56 tabs),Vildagliptin,Vildagliptin 50 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS043603,Glizide (15 tabs),Glipizide,Glipizide 5 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002021,Glucophage 500 mg (10 tabs),Metformin HCI,Metformin HCI 500 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002035,Glucophage 850 mg (10 tabs),Metformin HCl,Metformin HCl 850 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS043610,Glucophage XR 1000 mg (3 blister),Metformin HCl,Metformin HCl 1000 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001959,Glucophage XR 750 mg (15 tabs),Metformin HCl,Metformin HCl 750 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS043611,Glycediab 5 mg (10 tabs),Glipizide,Glipizide 5 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS044920,Metfor-500 (10 tabs),Metformin HCl,Metformin HCl 500 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS006205,Metformin Hydrochloride 500 mg (GPO) (10 tabs),Metformin HCl,Metformin HCl 500 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS044902,Miformin 500 mg (10 tabs),Metformin HCl,Metformin HCl 500 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002628,Minidiab (15 tabs),Glipizide,Glipizide 5 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003612,Siamformet 500 mg (10 tabs),Metformin HCl,Metformin HCl 500 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003614,Siamformet 850 mg (10 tabs),Metformin HCl,Metformin HCl 850 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS006734,Sugril 5 mg (10 tabs),Glibenclamide,Glibenclamide 5 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001960,Atorvastatin Sandoz 10 mg (10 tabs),Atorvastatin Calcium,Atorvastatin Calcium 10.34 mg. (eq. to Atorvastatin 10 mg.),no_peds_reference,no pediatric reference and no parseable concentration
BDS001945,Atorvastatin Sandoz 20 mg (10 tabs),Atorvastatin Calcium,Atorvastatin Calcium 20.68 mg. (eq. to Atorvastatin 20 mg.),no_peds_reference,no pediatric reference and no parseable concentration
BDS001918,Atorvastatin Sandoz 40 mg (10 tabs),Atorvastatin Calcium,Atorvastatin Calcium 41.36 mg. (eq. to Atorvastatin 40 mg.),no_peds_reference,no pediatric reference and no parseable concentration
BDS001226,Bestatin 10 mg (10 tabs),Simvastatin,Simvastatin 10 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001225,Bestatin 20 mg (10 tabs),Simvastatin,Simvastatin 20 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001223,Bestatin 40 mg (10 tabs),Simvastatin,Simvastatin 40 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS041432,Chlovas-40 mg. (10 tabs),Atorvastatin Calcium,Atorvastatin Calcium 43.3 mg. (eq. to Atorvastatin 40 mg.),no_peds_reference,no pediatric reference and no parseable concentration
BDS001922,Fibril 160 (10 cap),Fenofibrate,Fenofibrate 160 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002132,Hidil 300 mg (10 cap),Gemfibrozil,Gemfibrozil 300 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002133,Hidil 600 mg (10 tabs),Gemfibrozil,Gemfibrozil 600 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS006466,Supralip NT 145 mg (10 tabs),Fenofibrate,Fenofibrate 145 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS049670,Xarator 10 mg. (30 tabs),Atorvastatin,Atorvastatin 10 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS049671,Xarator 20 mg. (30 tabs),Atorvastatin,Atorvastatin 20 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS004228,Zimmex 10 mg (10 tabs),Simvastatin,Simvastatin 10 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001222,Zimmex 20 mg (10 tabs),Simvastatin,Simvastatin 20 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS049784,Zimmex 40 mg (10 tabs),Simvastatin,Simvastatin 40 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS006693,Zimva 10 mg (GPO) (10 tabs),Simvastatin,Simvastatin 10 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS006691,Zimva 20 mg (GPO) (10 tabs),Simvastatin,Simvastatin 20 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007005,Altone (10 tabs),Spironolactone,Spironolactone 25 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001987,Furetic 40 mg (10 tabs),Furosemide,Furosemide 40 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS006802,GPO - HCTZ 25 (10 tabs),Hydrochlorothiazide,Hydrochlorothiazide 25 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS006801,GPO - HCTZ 50 (10 tabs),Hydrochlorothiazide,Hydrochlorothiazide 50 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001480,HCTZ 25 (10 tabs),Hydrochlorothiazide,Hydrochlorothiazide 25 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002633,Moduretic (10 tabs),Hydrochlorothiazide + Amiloride HCl,Hydrochlorothiazide 50 mg.+ Amiloride HCl 5 mg,no_peds_reference,no pediatric reference and no parseable concentration
BDS001439,Cardura XL 4 mg (10 tabs),Doxazosin,Doxazosin 4 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001429,Cazosin 2 mg (10 tabs),Doxazosin mesylate,Doxazosin mesylate 2 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002016,Firide 5 mg (10 tabs),Finasteride,Finasteride 5 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS046561,Pencor 2 (10 tabs),Doxazosin,Doxazosin 2 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001666,Dilantin (100 cap),Phenytoin Sodium,Phenytoin Sodium 100 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002047,Gabutin 100 mg (10 cap),Gabapentin,Gabapentin 100 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002046,Gabutin 300 mg (10 cap),Gabapentin,Gabapentin 300 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002561,Lyrica 25 mg (14 cap),Pregabalin,Pregabalin 25 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002591,Lyrica 75 mg (14 cap),Pregabalin,Pregabalin 75 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002863,Neurontin 100 mg (10 cap),Gabapentin,Gabapentin 100 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002823,Neurontin 300 mg (10 cap),Gabapentin,Gabapentin 300 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS046516,Pregabalin Sandoz 25 mg (7 cap),Pregabalin,Pregabalin 25 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS046517,Pregabalin Sandoz 75 mg (7 cap),Pregabalin,Pregabalin 75 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS042823,Euthyrox 100 mcg สูตรปรับปรุง (100 tabs),Levothyroxine Sodium,Levothyroxine Sodium 100 mcg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS042824,Euthyrox 50 mcg สูตรปรับปรุง (100 tabs),Levothyroxine Sodium,Levothyroxine Sodium 50 mcg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS046506,Pyroid (10 tabs),Propylthiouracil,Propylthiouracil 50 mg,no_peds_reference,no pediatric reference and no parseable concentration
BDS003746,Timazol (10 tabs),Methimazole,Methimazole 5 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007004,Alinol 100 mg (10 tabs),Allopurinol,Allopurinol 100 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001460,Colchicine 0.6 mg (10 tabs),Colchicine,Colchicine 0.6 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS008731,Colchimex (10 tabs),Colchicine,Colchicine 0.6 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007613,Puride 100 mg (10 tabs),Allopurinol,Allopurinol 100 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007611,Puride 300 mg (10 tabs),Allopurinol,Allopurinol 300 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003732,Tolchicine T.O. (10 tabs),Colchicine,Colchicine 0.6 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007312,Xanol (10 tabs),Allopurinol,Allopurinol 300 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001107,Apolets (10 tabs),Clopidogrel,Clopidogrel 75 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001070,Asa-tabs (10 tabs),Aspirin,Aspirin 81 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001077,Aspilets (10 tabs),Aspirin,Aspirin 81 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003651,Sermion 10 mg (25 tabs),Nicergoline,Nicergoline 10 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003652,Sermion 30 mg (15 tabs),Nicergoline,Nicergoline 30 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS004151,Xenical (21 cap),Orlistat,Orlistat 120 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS043159,Ferli-6 (30 tabs),Ferrous fumarate + Folic + Pyridoxine hydrochloride,Ferrous fumarate 200 mg +Folic 0.5 mg +Pyridoxine hydrochloride 5 mg,no_peds_reference,no pediatric reference and no parseable concentration
BDS008045,Ferropro (100 tabs),Ferrous Fumarate + Thiamine Mononitrate + Riboflavin + Cyanocobalamin,Ferrous Fumarate 200 mg.+Thiamine Mononitrate (B1) 2 mg.+Riboflavin (B2) 2 mg.+Cyanocobalamin (B12) 5 mcg.+Niacin (B3) 10 mg.+.Ascorbic Acid 20 mg.+Folic Acid 100 mcg.+Calcium Phosphate Tribasic 100 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007123,Folic Acid (10 tabs),Folic Acid,Folic Acid 5 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS006704,Folivit tabslet (100 tabs),Folic Acid,Folic Acid 5 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002101,Haemo-Vit ยาบำรุง (100 tabs),Dried Ferrous Sulfate + Aneurine HCl + Pyridoxine HCl + Cyanocobalamin,Dried Ferrous Sulfate 135 mg.+Aneurine HCl 2 mg.+Pyridoxine HCl (B6) 0.5 mg.+Cyanocobalamin (B12) 5 mcg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003027,Obimin-AZ (60 tabs),Vit.A + Vit.D + Vit.E + Vit. C,"Vit.A 5,000 IU+Vit.D 400 IU+Vit.E 10 IU+Vit. C 75 mg.+Vit.B1 2 mg.+Vit.B2 3 mg.+Vit.B6 2.5 mg.+Vit.B12 3 mcg.+Nicotinamide 20 mg.+Folic Acid 1 mg.+Ferrous Fumarate 200 mg.+Calcium Lactate 250 mg.+Potassium Iodine 0.2 mg.+Zinc Sulfate 20 mg.",no_peds_reference,no pediatric reference and no parseable concentration
BDS040014,Amsel Nature C (30 cap),Acerola Cherry Extract + Rosehips Extract + Cranberry Extract + Ascorbic Acid,Acerola Cherry Extract 360 mg. + Rosehips Extract 100 mg. + Cranberry Extract 50 mg. + Ascorbic Acid 35 mg. + Citrus Bioflavonoid 6.5 mg. + Rutin 5 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS008321,Bio-C-Vitamin (30 tabs),Vitamin C + Calcium,Vitamin C 750 mg.+Calcium 85 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001309,Blackmores Bio C กลาง (62 tabs),Ascorbic acid + Sodium ascorbate + Calcium ascorbate + Bioflavonoids,Ascorbic acid 400 mg.+Sodium ascorbate 350 mg.+Calcium ascorbate 400 mg.+Bioflavonoids 25 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001308,Blackmores Bio C เล็ก (31 tabs),Ascorbic acid + Sodium ascorbate + Calcium ascorbate + Bioflavonoids,Ascorbic acid 400 mg.+Sodium ascorbate 350 mg.+Calcium ascorbate 400 mg.+Bioflavonoids 25 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS040622,Blackmores Naturetime Buffered C (31 tabs),Vitamin C .(Ascorbic acid + Calcium ascorbate .) + Bioflavonoids + Hesperidin,Vitamin C 500 mg.(Ascorbic acid 280 mg.+Calcium ascorbate 266 mg.) +Bioflavonoids 25 mg.+Hesperidin 25 mg.+Rutin 50 mg.+Rosehips extract equiv. to dry fruit 250 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS041434,C-Force 1000 (6 tabs),Vit.C . (Ascorbic acid + Sodium Ascorbate .),Vit.C 1000 mg. (Ascorbic acid 524 mg.+Sodium Ascorbate 476 mg.),no_peds_reference,no pediatric reference and no parseable concentration
BDS044313,Klean & Kare Saline (ANB) (200 ml.),Sodium Chloride,Sodium Chloride 0.9 g./100 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS044321,Klean & Kare Saline กลาง (500 ml.),Sodium Chloride,Sodium Chloride 0.9 g./100 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS044320,Klean & Kare Saline เล็ก (100 ml.),normal saline,Sodium Chloride 0.9 g./100 ml.,has_ref_but_not_parseable,pediatric reference exists but amount cannot be parsed exactly
BDS044322,Klean & Kare Saline ใหญ่ (1000 ml.),Sodium Chloride,Sodium Chloride 0.9 g./100 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS004868,Normal Saline (Otsuka) (1000 ml.),Sodium Chloride,Sodium Chloride 0.9 g./100 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS045626,Normal Saline (Thai Nakorn Patana) (1000 ml.),Sodium Chloride,Sodium Chloride 0.9 g./100 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS047669,Sofclens Normal Saline Solution (100 ml.),Sodium Chloride 0.9 % w/v,Sodium Chloride 0.9 % w/v,no_peds_reference,no pediatric reference and no parseable concentration
BDS004870,น้ำเกลือล้างแผล (วิทยาศรม) (120 ml.),Sodium Chloride,Sodium Chloride 0.9 g./100 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001032,Ammeltz เล็ก (48 ml.),L-Menthol + DL-Campher + Methyl Salicylate + Vanillylamide,L-Menthol+DL-Campher+Methyl Salicylate+Vanillylamide,no_peds_reference,no pediatric reference and no parseable concentration
BDS001031,Ammeltz ใหญ่ (82 ml.),L-Menthol + DL-Campher + Methyl Salicylate + Vanillylamide,L-Menthol+DL-Campher+Methyl Salicylate+Vanillylamide,no_peds_reference,no pediatric reference and no parseable concentration
BDS040020,Arotika Rub (35 g.),Capsicum Tincture 0.05% w/v + Methyl Salicylate + Menthol + Clove Oil,Capsicum Tincture 0.05% w/v 4.5 g.+Methyl Salicylate 10.2 g.+ Menthol 5.44 g.+Clove Oil 1.36 g./100 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007711,Capsika Gel (35 g.),Capsaicin 0.0125%,Capsaicin 0.0125%/100 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001541,Capsika-25 Gel (35 g.),Capsaicin 0.025%,Capsaicin 0.025%,no_peds_reference,no pediatric reference and no parseable concentration
BDS001475,Counterpain Cool กลาง (60 g.),Menthol 4%,Menthol 4%,no_peds_reference,no pediatric reference and no parseable concentration
BDS001474,Counterpain Cool เล็ก (30 g.),Menthol 4%,Menthol 4%,no_peds_reference,no pediatric reference and no parseable concentration
BDS001476,Counterpain Cool ใหญ่ (120 g.),Menthol 4%,Menthol 4%,no_peds_reference,no pediatric reference and no parseable concentration
BDS001472,Counterpain กลาง (60 g.),Methyl Salicylate 10.2% + Eugenol 1.36% + Menthol 5.44%,Methyl Salicylate 10.2%+Eugenol 1.36%+Menthol 5.44%,no_peds_reference,no pediatric reference and no parseable concentration
BDS001471,Counterpain เล็ก (30 g.),Menthol 5.44% + Methyl Salicylate 10.2% + Eugenol 1.36%,Menthol 5.44%+Methyl Salicylate 10.2%+Eugenol 1.36%,no_peds_reference,no pediatric reference and no parseable concentration
BDS001473,Counterpain ใหญ่ (120 g.),Menthol 5.44% + Methyl Salicylate 10.2% + Eugenol 1.36%,Menthol 5.44%+Methyl Salicylate 10.2%+Eugenol 1.36%,no_peds_reference,no pediatric reference and no parseable concentration
BDS001924,Flanil (30 g.),Menthol + Methyl Salicylate + Eugenol,Menthol 5.44 g.+Methyl Salicylate 10.20 g.+Eugenol 1.36 g./100 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS008608,Muscort Cream (25 g.),Menthol 5.44% + Methyl Salicylate 10.12% + Eugenol 1.36%,Menthol 5.44%+Methyl Salicylate 10.12%+Eugenol 1.36%,no_peds_reference,no pediatric reference and no parseable concentration
BDS002817,Neotica Balm เล็ก (30 g.),Menthol + Camphor + Methyl Salicylate + Eucalyptus oil,Menthol 5.64 g.+Camphor 1.8 g.+Methyl Salicylate 12.5 g.+Eucalyptus oil 1.8 g.+Eugenol 1.36 g./100 g,no_peds_reference,no pediatric reference and no parseable concentration
BDS002819,Neotica Balm ใหญ่ (100 g.),Menthol + Camphor + Methyl Salicylate + Eucalyptus oil,Menthol 5.64 g.+Camphor 1.8 g.+Methyl Salicylate 12.5 g.+Eucalyptus oil 1.8 g.+Eugenol 1.36 g./100 g,no_peds_reference,no pediatric reference and no parseable concentration
BDS003118,Perskindol Classic Gel (100 ml.),topical pain rub,Menthol 1.5%+Pine Needle Oil 1.35%+Wintergreen Oil 0.35%+Orange Oil 0.4%,no_peds_reference,no pediatric reference and no parseable concentration
BDS003119,Perskindol Classic Spray (150 ml.),Menthol 1.5% + Pine Needle Oil 1.35% + Wintergreen Oil 0.35% + Orange Oil 0.4%,Menthol 1.5%+Pine Needle Oil 1.35%+Wintergreen Oil 0.35%+Orange Oil 0.4%+Lemon Oil 0.1%,no_peds_reference,no pediatric reference and no parseable concentration
BDS003117,Perskindol Cool Spray (250 ml.),I-Menthol,I-Menthol 5 mg./1 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS046527,Plaivana Cream (35 g.),น้ำมันไพล,น้ำมันไพล 14 g./100 g.,no_peds_reference,no pediatric reference and no parseable concentration
